career_stage,primary_area,origin_region,work_region,llm_intelligence,llm_intelligence_future,agreement,supp_research_area,occupation,criteria,lacking_criteria,entity_intelligence,intelligence_tests,research_goals
Senior (faculty or industry),Other,Europe,Europe,Strongly disagree,"No, I disagree",More would agree than disagree,"['AI Ethics', 'HCI', 'Information Science']","['Academia', 'Industry']","['Problem solving', 'Reasoning', 'Adaptability']","['Problem solving', 'Reasoning', 'Adaptability', 'Consciousness']","['Human', 'Cats']",['I do not believe that we currently have such a test'],"['interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Natural Language Processing,America,America,Agree,"Yes, I agree",Unsure,"['AI', 'ML', 'Mathematics']","['Academia', 'Industry']","['Perception', 'Knowledge acq.', 'Goal Ach.', 'Reasoning', 'Understanding']","['Embodiment', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Consciousness', 'Understanding']","['Human', 'Cats']","['preference ranking', 'IQ tests', 'SAT/MSAT', 'LM Benchmarks', 'Turing test', 'Generalization tests']",['Practically Useful']
Senior (faculty or industry),Natural Language Processing,America,Europe,Strongly disagree,"No, I strongly disagree",Unsure,"['Comp. Ling.', 'CogSci', 'ML']",['Academia'],"['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Planning', 'Adaptability', 'Generalization', 'Understanding']","['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Creativity', 'Consciousness', 'Understanding']","['Human', 'Cats', 'Ants']",['I do not believe that we currently have such a test'],"['Practically Useful', 'interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
Other,Other,Europe,Europe,Strongly disagree,"No, I strongly disagree",Unsure,['HCI'],['Academia'],['Consciousness'],"['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Human', 'Cats']",['I do not believe that we currently have such a test'],['Practically Useful']
Senior (faculty or industry),"Psychology (cognitive, developmental)",America,America,Disagree,"Yes, I agree",More would agree than disagree,"['Comp. Ling.', 'CogSci', 'Neuroscience', 'NLP']",['Government/non-profit'],"['Problem solving', 'Reasoning', 'Adaptability', 'Generalization']","['Problem solving', 'Adaptability', 'Generalization']","['Human', 'Cats']","['IQ tests', 'Generalization tests']",['Adding to the knowledge/scientific understanding']
Junior (faculty or industry),AI Ethics/Governance,Europe,America,Agree,"Yes, I strongly agree",More would agree than disagree,"['AI', 'CSS', 'HCI', 'Information Science', 'ML', 'NLP']",['Academia'],"['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Understanding']","['Env. interaction', 'Embodiment', 'Goal Ach.', 'Planning', 'Adaptability', 'Generalization', 'Consciousness']","['Human', 'Cats', 'Ants', 'Amoebas', 'Narrow systems', 'Autonomous robotic systems', 'Earlier chatbot', 'LLM-based chatbot', 'LLM-based agents']","['preference ranking', 'IQ tests', 'SAT/MSAT', 'LM Benchmarks', 'Turing test', 'Generalization tests', 'Other (please specify)']","[""Creating technology that qualifies for my notion of 'intelligence'"", 'Practically Useful', 'interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Artificial Intelligence,Europe,Europe,Disagree,"No, I disagree",Unsure,"['ML', 'NLP', 'Philosophy']",['Industry'],"['Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Planning', 'Adaptability', 'Generalization']","['Knowledge acq.', 'Adaptability', 'Generalization']","['Human', 'Cats']","['IQ tests', 'SAT/MSAT', 'LM Benchmarks', 'Generalization tests', 'I do not believe that we currently have such a test']","[""Creating technology that qualifies for my notion of 'intelligence'"", 'Practically Useful', 'Adding to the knowledge/scientific understanding']"
Other,Other,Europe,Europe,Strongly disagree,"No, I disagree",More would agree than disagree,[],['Industry'],"['Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Planning', 'Generalization']","['Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity']","['Human', 'Cats']","['Generalization tests', 'Other (please specify)']",[]
Junior (faculty or industry),Artificial Intelligence,Europe,Europe,Disagree,"No, I disagree",Unsure,['Other'],['Academia'],"['Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Planning', 'Adaptability', 'Generalization']","['Env. interaction', 'Embodiment', 'Reasoning', 'Generalization', 'Creativity', 'Consciousness']","['Human', 'Cats', 'Ants']",['I do not believe that we currently have such a test'],"['interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Computational Linguistics,Europe,Europe,Disagree,"No, I strongly disagree",More would agree than disagree,"['AI', 'HCI']",['Industry'],"['Problem solving', 'Planning', 'Adaptability', 'Generalization']","['Env. interaction', 'Embodiment', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization']","['Human', 'Cats', 'Ants']",['I do not believe that we currently have such a test'],"['Practically Useful', 'Adding to the knowledge/scientific understanding']"
"Research student (PhD, MPhil)",Artificial Intelligence,America,America,Disagree,"No, I disagree",Most would disagree with me,"['AI Ethics', 'AI', 'Comp. Ling.', 'ML', 'NLP']",['Academia'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Creativity', 'Consciousness']","['Human', 'Cats', 'Ants', 'Amoebas']",['I do not believe that we currently have such a test'],"['Practically Useful', 'interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
Junior (faculty or industry),Human-Computer Interaction,America,Europe,Agree,"No, I disagree",More would agree than disagree,[],['Academia'],"['Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Adaptability', 'Generalization', 'Understanding']","['Env. interaction', 'Embodiment', 'Planning', 'Creativity', 'Consciousness']","['Human', 'Cats', 'Ants']","['Turing test', 'I do not believe that we currently have such a test']","['Practically Useful', 'interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Computational Linguistics,America,America,Strongly disagree,"No, I strongly disagree",More would agree than disagree,"['AI', 'CogSci', 'NLP']",['Academia'],"['Env. interaction', 'Embodiment', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Env. interaction', 'Embodiment', 'Problem solving', 'Goal Ach.', 'Planning', 'Consciousness', 'Understanding']",['Human'],['I do not believe that we currently have such a test'],"['Practically Useful', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Information Science,Asia,Asia,Strongly disagree,"No, I strongly disagree",More would agree than disagree,[],['Industry'],"['Env. interaction', 'Embodiment', 'Perception', 'Planning', 'Adaptability']","['Env. interaction', 'Embodiment', 'Perception', 'Planning', 'Adaptability']","['Human', 'Cats', 'Ants', 'Amoebas']",['I do not believe that we currently have such a test'],"['Practically Useful', 'interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),AI Ethics/Governance,Europe,Europe,Strongly disagree,"No, I disagree",More would agree than disagree,"['AI', 'HCI', 'NLP', 'Philosophy']",['Industry'],"['Env. interaction', 'Knowledge acq.', 'Adaptability', 'Consciousness']","['Knowledge acq.', 'Adaptability', 'Consciousness']","['Human', 'Cats', 'Ants']",['I do not believe that we currently have such a test'],"['Practically Useful', 'interaction of tech and society']"
Senior (faculty or industry),"Psychology (cognitive, developmental)",Europe,Europe,,,,[],['Academia'],"['Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Understanding']",[],[],['IQ tests'],['Adding to the knowledge/scientific understanding']
Junior (faculty or industry),AI Ethics/Governance,Asia,Europe,Strongly disagree,"No, I strongly disagree",More would agree than disagree,"['Comp. Ling.', 'CSS', 'NLP']",['Academia'],"['Env. interaction', 'Perception', 'Reasoning', 'Adaptability', 'Generalization', 'Creativity']","['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Human', 'Cats', 'Ants', 'Amoebas']",['I do not believe that we currently have such a test'],"['interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
Junior (faculty or industry),"Psychology (cognitive, developmental)",Europe,Europe,Agree,"Yes, I agree",Unsure,['CSS'],['Academia'],"['Env. interaction', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Understanding']","['Planning', 'Adaptability', 'Generalization', 'Creativity']","['Human', 'Cats', 'Ants', 'Amoebas', 'LLM-based chatbot', 'LLM-based agents']",['I do not believe that we currently have such a test'],['Adding to the knowledge/scientific understanding']
Senior (faculty or industry),Natural Language Processing,Europe,Europe,Disagree,"No, I disagree",More would disagree than agree,[],['Industry'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Embodiment', 'Knowledge acq.', 'Planning', 'Generalization', 'Creativity', 'Consciousness']",['Human'],['I do not believe that we currently have such a test'],['Practically Useful']
Other,Philosophy,Europe,Europe,Agree,"Yes, I agree",More would disagree than agree,['AI'],['Industry'],"['Knowledge acq.', 'Problem solving', 'Reasoning', 'Adaptability', 'Generalization', 'Consciousness']","['Embodiment', 'Consciousness']","['Human', 'Cats', 'Ants', 'LLM-based chatbot', 'LLM-based agents']",['I do not believe that we currently have such a test'],['interaction of tech and society']
Senior (faculty or industry),Artificial Intelligence,Europe,America,Agree,"Yes, I agree",More would agree than disagree,"['AI Ethics', 'Information Science', 'NLP']",['Government/non-profit'],"['Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Understanding']","['Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Generalization', 'Understanding']","['Human', 'Cats', 'Narrow systems', 'Autonomous robotic systems', 'LLM-based chatbot', 'LLM-based agents']","['preference ranking', 'Generalization tests']",['Adding to the knowledge/scientific understanding']
Junior (faculty or industry),Artificial Intelligence,Europe,Europe,Disagree,"No, I disagree",Unsure,"['Information Science', 'ML']",['Academia'],"['Env. interaction', 'Problem solving', 'Goal Ach.', 'Planning', 'Adaptability', 'Generalization']","['Embodiment', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Human', 'Cats', 'Ants', 'Amoebas']","['SAT/MSAT', 'I do not believe that we currently have such a test']","['Practically Useful', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Other,America,America,Strongly disagree,"No, I disagree",More would agree than disagree,[],['Academia'],"['Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Human', 'Cats', 'Ants']",['I do not believe that we currently have such a test'],"['Practically Useful', 'interaction of tech and society']"
Senior (faculty or industry),Artificial Intelligence,America,America,Strongly agree,,More would agree than disagree,['ML'],['Industry'],"['Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Understanding']","['Embodiment', 'Consciousness']","['Human', 'Cats', 'LLM-based chatbot', 'LLM-based agents']","['SAT/MSAT', 'LM Benchmarks']",['Practically Useful']
Senior (faculty or industry),Cognitive Science,America,America,Strongly disagree,"No, I strongly disagree",More would agree than disagree,"['AI', 'CSS', 'ML', 'Neuroscience', 'Philosophy', 'Psychology']",['Academia'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity']","['Problem solving', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Understanding']","['Human', 'Cats', 'Ants']","['Generalization tests', 'Other (please specify)', 'I do not believe that we currently have such a test']","['Practically Useful', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Artificial Intelligence,Europe,Europe,Agree,"Yes, I strongly agree",More would agree than disagree,"['AI', 'HCI', 'ML', 'NLP']",['Industry'],"['Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization']","['Embodiment', 'Knowledge acq.', 'Reasoning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness']","['Human', 'Cats', 'Ants', 'Amoebas', 'LLM-based chatbot', 'LLM-based agents']","['IQ tests', 'SAT/MSAT', 'LM Benchmarks', 'Generalization tests']","[""Creating technology that qualifies for my notion of 'intelligence'"", 'Practically Useful', 'interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
Other,Psycholinguistics,Europe,Europe,Strongly disagree,"No, I disagree",More would agree than disagree,[],"['Academia', 'Government/non-profit']","['Reasoning', 'Consciousness']","['Reasoning', 'Consciousness']","['Human', 'Cats']",['I do not believe that we currently have such a test'],['Other']
Senior (faculty or industry),Philosophy,Europe,Europe,Strongly disagree,"No, I disagree",Most would disagree with me,['Other'],['Academia'],"['Embodiment', 'Perception', 'Reasoning', 'Creativity', 'Consciousness']","['Embodiment', 'Perception', 'Generalization', 'Consciousness']",['Human'],['I do not believe that we currently have such a test'],['interaction of tech and society']
Senior (faculty or industry),Machine Learning,Europe,Europe,Strongly disagree,"No, I strongly disagree",More would agree than disagree,['Other'],['Academia'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Consciousness']","['Env. interaction', 'Embodiment', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Human', 'Cats']",['I do not believe that we currently have such a test'],['Practically Useful']
Other,Information Science,Europe,Europe,Disagree,"Yes, I agree",More would agree than disagree,[],['Industry'],"['Perception', 'Knowledge acq.', 'Adaptability', 'Generalization', 'Consciousness']","['Perception', 'Knowledge acq.', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness']","['Human', 'Cats']",['I do not believe that we currently have such a test'],['Practically Useful']
Senior (faculty or industry),Machine Learning,America,America,Agree,"Yes, I agree",More would agree than disagree,"['AI', 'Neuroscience']",['Government/non-profit'],"['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Understanding']","['Perception', 'Knowledge acq.', 'Adaptability', 'Generalization', 'Understanding']","['Human', 'Cats', 'Ants', 'Narrow systems', 'LLM-based chatbot', 'LLM-based agents']","['Generalization tests', 'Other (please specify)', 'I do not believe that we currently have such a test']","['Practically Useful', 'Adding to the knowledge/scientific understanding']"
Junior (faculty or industry),Natural Language Processing,Europe,Europe,Disagree,"Yes, I agree",More would agree than disagree,"['AI Ethics', 'AI', 'Comp. Ling.', 'CSS']",['Industry'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Understanding']","['Env. interaction', 'Perception', 'Knowledge acq.', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability']","['Human', 'Cats', 'Ants']","['IQ tests', 'SAT/MSAT', 'LM Benchmarks', 'Turing test', 'Generalization tests']","[""Creating technology that qualifies for my notion of 'intelligence'"", 'interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
"Other student (Master, Bachelor)",Information Science,Europe,Europe,Agree,"Yes, I strongly agree",Unsure,['Information Science'],['Industry'],"['Perception', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Consciousness', 'Understanding']","['Embodiment', 'Planning', 'Consciousness']","['Human', 'Cats', 'Ants', 'Amoebas', 'Autonomous robotic systems', 'LLM-based chatbot', 'LLM-based agents']","['IQ tests', 'LM Benchmarks', 'Generalization tests']",['Adding to the knowledge/scientific understanding']
Junior (faculty or industry),Natural Language Processing,America,America,Strongly disagree,"No, I disagree",More would disagree than agree,"['AI', 'Comp. Ling.', 'ML']",['Academia'],"['Embodiment', 'Perception', 'Knowledge acq.', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness']","['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Goal Ach.', 'Reasoning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Human', 'Cats']","['Generalization tests', 'I do not believe that we currently have such a test']",['Adding to the knowledge/scientific understanding']
"Research student (PhD, MPhil)",Natural Language Processing,America,America,Agree,"Yes, I strongly agree",More would disagree than agree,"['AI', 'Comp. Ling.', 'CogSci', 'HCI', 'ML', 'NLP', 'Psycholinguistics']",['Academia'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity']","['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Goal Ach.', 'Reasoning', 'Planning', 'Generalization', 'Consciousness']","['Human', 'Cats', 'Ants', 'Autonomous robotic systems', 'LLM-based chatbot', 'LLM-based agents']","['preference ranking', 'IQ tests', 'Generalization tests']","[""Creating technology that qualifies for my notion of 'intelligence'"", 'Practically Useful']"
"Research student (PhD, MPhil)",Computational Linguistics,Europe,America,Strongly disagree,"No, I disagree",More would agree than disagree,"['AI', 'CogSci', 'HCI', 'ML', 'Neuroscience', 'NLP', 'Psycholinguistics', 'Psychology']",['Academia'],"['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Env. interaction', 'Embodiment', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Adaptability', 'Generalization', 'Consciousness']","['Human', 'Cats', 'Ants']","['Generalization tests', 'I do not believe that we currently have such a test']","['Practically Useful', 'interaction of tech and society', 'Adding to the knowledge/scientific understanding']"
"Research student (PhD, MPhil)",Natural Language Processing,Europe,Europe,Strongly disagree,"No, I strongly disagree",Most would disagree with me,"['Comp. Ling.', 'CSS']",['Academia'],"['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness']","['Env. interaction', 'Embodiment', 'Knowledge acq.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Consciousness']","['Human', 'Cats', 'Ants', 'Amoebas']",['I do not believe that we currently have such a test'],"['Practically Useful', 'Adding to the knowledge/scientific understanding']"
"Research student (PhD, MPhil)",Cognitive Science,America,America,Agree,,More would agree than disagree,"['AI', 'Comp. Ling.', 'CogSci', 'NLP', 'Psycholinguistics', 'Psychology']","['Academia', 'Industry']","['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Understanding']","['Env. interaction', 'Embodiment', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Understanding']","['Human', 'Cats', 'Ants', 'Amoebas', 'Narrow systems', 'Autonomous robotic systems', 'LLM-based chatbot', 'LLM-based agents']","['preference ranking', 'IQ tests', 'SAT/MSAT', 'LM Benchmarks', 'Generalization tests', 'Other (please specify)']","[""Creating technology that qualifies for my notion of 'intelligence'"", 'Practically Useful', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Natural Language Processing,Europe,Europe,Disagree,"No, I disagree",Unsure,['AI'],['Industry'],"['Knowledge acq.', 'Problem solving', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Understanding']","['Problem solving', 'Reasoning', 'Planning', 'Adaptability', 'Generalization']","['Human', 'Cats', 'Ants']",['I do not believe that we currently have such a test'],['Practically Useful']
"Research student (PhD, MPhil)",Artificial Intelligence,Asia,Europe,Agree,"Yes, I agree",Most would disagree with me,['Information Science'],['Academia'],"['Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Perception', 'Knowledge acq.', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness']","['Human', 'Cats', 'Ants', 'Amoebas', 'Narrow systems', 'Autonomous robotic systems', 'Earlier chatbot', 'LLM-based chatbot', 'LLM-based agents']","['Generalization tests', 'I do not believe that we currently have such a test']","[""Creating technology that qualifies for my notion of 'intelligence'"", 'Adding to the knowledge/scientific understanding']"
Junior (faculty or industry),Computational Linguistics,Africa,Africa,Agree,"No, I disagree",Unsure,"['CogSci', 'HCI', 'NLP']",['Academia'],"['Knowledge acq.', 'Goal Ach.', 'Generalization', 'Understanding']","['Perception', 'Adaptability', 'Creativity']","['Human', 'Ants']",['I do not believe that we currently have such a test'],"[""Creating technology that qualifies for my notion of 'intelligence'"", 'Practically Useful', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Computational Linguistics,Europe,Europe,Disagree,"No, I disagree",Unsure,['NLP'],['Academia'],['Adaptability'],"['Adaptability', 'Consciousness']","['Human', 'Cats', 'Ants', 'Amoebas']",['I do not believe that we currently have such a test'],"['Practically Useful', 'Adding to the knowledge/scientific understanding']"
"Other student (Master, Bachelor)",Computational Social Science,Europe,Europe,Agree,"No, I disagree",More would agree than disagree,"['AI', 'ML', 'Psychology']",['Academia'],"['Embodiment', 'Perception', 'Knowledge acq.', 'Reasoning', 'Planning']","['Embodiment', 'Goal Ach.', 'Planning', 'Generalization']","['Human', 'Cats', 'Ants', 'Narrow systems', 'LLM-based chatbot', 'LLM-based agents']",['I do not believe that we currently have such a test'],"['Practically Useful', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Machine Learning,America,America,Disagree,"Yes, I agree",Most would agree with me,"['AI', 'Information Science']",['Academia'],"['Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Understanding']","['Env. interaction', 'Embodiment', 'Perception', 'Goal Ach.', 'Planning', 'Creativity', 'Consciousness', 'Understanding']",['Human'],['I do not believe that we currently have such a test'],['Practically Useful']
Junior (faculty or industry),Natural Language Processing,Europe,Europe,Strongly disagree,"No, I disagree",Unsure,"['Comp. Ling.', 'ML']",['Academia'],"['Perception', 'Knowledge acq.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Perception', 'Goal Ach.', 'Planning', 'Consciousness']",['Human'],['I do not believe that we currently have such a test'],"['Practically Useful', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Computational Linguistics,America,America,Disagree,"Yes, I agree",More would disagree than agree,"['CogSci', 'Other']",['Academia'],"['Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Perception', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']",['Human'],"['IQ tests', 'Generalization tests', 'I do not believe that we currently have such a test']","['Practically Useful', 'Adding to the knowledge/scientific understanding']"
Senior (faculty or industry),Artificial Intelligence,Europe,Europe,Disagree,"Yes, I agree",More would agree than disagree,"['AI', 'Information Science', 'NLP']",['Industry'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Creativity', 'Consciousness', 'Understanding']","['Perception', 'Knowledge acq.', 'Problem solving', 'Reasoning', 'Planning', 'Generalization', 'Creativity', 'Consciousness']","['Human', 'Cats', 'Ants']","['LM Benchmarks', 'Turing test', 'Generalization tests']",['Practically Useful']
"Research student (PhD, MPhil)",Natural Language Processing,America,America,Disagree,"No, I disagree",More would agree than disagree,"['AI', 'Comp. Ling.', 'HCI', 'ML', 'NLP']",['Academia'],"['Problem solving', 'Reasoning', 'Adaptability', 'Generalization', 'Understanding']","['Reasoning', 'Understanding']","['Human', 'Cats']",['I do not believe that we currently have such a test'],['Practically Useful']
"Other student (Master, Bachelor)",Computational Linguistics,America,America,Strongly disagree,"No, I strongly disagree",More would agree than disagree,[],['Academia'],"['Knowledge acq.', 'Problem solving', 'Reasoning', 'Planning', 'Generalization', 'Understanding']","['Knowledge acq.', 'Reasoning', 'Adaptability', 'Generalization', 'Creativity', 'Understanding']","['Human', 'Cats', 'Ants']",['I do not believe that we currently have such a test'],"[""Creating technology that qualifies for my notion of 'intelligence'"", 'Adding to the knowledge/scientific understanding']"
"Research student (PhD, MPhil)",Natural Language Processing,Asia,Europe,Disagree,"No, I disagree",More would agree than disagree,"['AI', 'Comp. Ling.', 'ML', 'Psycholinguistics']",['Academia'],"['Env. interaction', 'Perception', 'Knowledge acq.', 'Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Understanding']","['Env. interaction', 'Perception', 'Knowledge acq.', 'Planning', 'Adaptability', 'Consciousness']","['Human', 'Autonomous robotic systems']",['Generalization tests'],"[""Creating technology that qualifies for my notion of 'intelligence'"", 'Practically Useful', 'Adding to the knowledge/scientific understanding']"
"Research student (PhD, MPhil)",Machine Learning,Europe,Europe,Disagree,"No, I disagree",More would disagree than agree,['NLP'],['Academia'],"['Reasoning', 'Planning', 'Adaptability', 'Generalization', 'Understanding']","['Perception', 'Reasoning', 'Planning', 'Consciousness']","['Human', 'Cats', 'Ants']","['Turing test', 'Generalization tests']",['Adding to the knowledge/scientific understanding']
"Research student (PhD, MPhil)",Computational Linguistics,Asia,Asia,Agree,"Yes, I agree",More would disagree than agree,"['CSS', 'NLP']",['Academia'],"['Perception', 'Knowledge acq.', 'Adaptability']","['Perception', 'Adaptability']","['Human', 'Cats', 'Ants', 'Autonomous robotic systems']","['IQ tests', 'Turing test']","['Practically Useful', 'Adding to the knowledge/scientific understanding']"
Junior (faculty or industry),Machine Learning,Asia,America,Agree,"Yes, I strongly agree",More would agree than disagree,"['AI', 'Mathematics']",['Industry'],"['Knowledge acq.', 'Problem solving', 'Goal Ach.', 'Reasoning', 'Planning', 'Generalization', 'Consciousness', 'Understanding']","['Knowledge acq.', 'Reasoning', 'Planning']","['Human', 'Ants', 'Narrow systems']","['SAT/MSAT', 'Turing test']","[""Creating technology that qualifies for my notion of 'intelligence'"", 'Practically Useful', 'Adding to the knowledge/scientific understanding']"
"Research student (PhD, MPhil)",Natural Language Processing,Asia,Asia,Agree,"Yes, I agree",Unsure,[],['Academia'],"['Knowledge acq.', 'Reasoning', 'Adaptability', 'Generalization', 'Understanding']","['Embodiment', 'Perception', 'Knowledge acq.', 'Consciousness']","['Human', 'Ants', 'Narrow systems']","['preference ranking', 'SAT/MSAT', 'Generalization tests', 'I do not believe that we currently have such a test']",['Adding to the knowledge/scientific understanding']
